tripid,additional_fare,duration,meter_waiting,meter_waiting_fare,meter_waiting_till_pickup,pickup_time,drop_time,pick_lat,pick_lon,drop_lat,drop_lon,fare,label
191752695,10.5,1923,0,0,439,11/13/2019 20:46,11/13/2019 21:18,6.8351,79.9246,6.85039,79.9222,60.5,incorrect
191760635,10.5,756,160,0,223,11/13/2019 20:50,11/13/2019 21:03,6.8459,79.8681,6.86966,79.8587,156.69,correct
191765152,10.5,628,47,0,114,11/13/2019 20:52,11/13/2019 21:02,7.32596,80.6282,7.34173,80.6496,188.12,correct
191770443,10.5,1679,280,0,166,11/13/2019 21:05,11/13/2019 21:33,6.91484,79.9106,6.87399,79.8672,330.95,correct
191772243,10.5,789,45,0,69,11/13/2019 21:05,11/13/2019 21:19,6.88014,79.878,6.85176,79.8815,203.62,correct
191775376,60.5,2427,250,0,61,11/13/2019 21:15,11/13/2019 21:56,6.89293,79.8661,6.86724,79.8846,243.09,incorrect
191777230,10.5,2171,90,0,47,11/13/2019 21:19,11/13/2019 21:55,6.96101,79.8672,6.86529,79.8667,512.37,correct
191646108,10.5,2872,260,15.04617171,304,11/13/2019 21:19,11/13/2019 22:07,6.89631,79.8551,6.94424,79.8948,579.18,correct
191785498,5,1183,158,9.2114,0,11/13/2019 21:43,11/13/2019 22:02,6.80404,79.9214,6.83546,79.8868,310.09,correct
191785341,10.5,2107,105,0,175,11/13/2019 21:52,11/13/2019 22:27,6.93433,79.8611,6.79299,79.8882,714.04,correct
191785910,40.5,785,280,16.2101877,81,11/13/2019 21:56,11/13/2019 22:09,6.89812,79.875,6.89444,79.8737,261.92,correct
191786435,10.5,2766,350,0,52,11/13/2019 22:01,11/13/2019 22:47,6.81696,79.9738,6.94328,79.9152,713.26,correct
191792212,10.5,376,40,0,135,11/13/2019 22:40,11/13/2019 22:46,6.86678,79.8619,6.853,79.8638,107.9,correct
191793510,10.5,1267,117,0,57,11/13/2019 22:53,11/13/2019 23:14,6.88987,79.8759,6.87436,79.937,438.83,correct
191795717,10.5,1702,498,0,33,11/13/2019 23:39,11/14/2019 0:07,6.94308,79.8848,6.92747,79.9433,294.83,correct
191795902,10.5,202,0,0,92,11/13/2019 23:43,11/13/2019 23:46,7.1668,79.8788,7.15791,79.8708,87.17,correct
191798484,10.5,1646,140,0,259,11/14/2019 1:24,11/14/2019 1:51,6.82277,79.8711,6.74323,79.9076,485.08,correct
191798386,10.5,109,54,0,84,11/14/2019 1:29,11/14/2019 1:31,6.85434,79.8644,6.86456,79.8701,93.88,correct
191798915,10.5,2139,0,0,312,11/14/2019 2:08,11/14/2019 2:44,6.9466,79.9104,6.8372,79.8983,589.12,correct
191799772,10.5,29,26,1.5158,83,11/14/2019 2:59,11/14/2019 3:00,7.00684,79.8968,6.98883,79.8916,62.01,correct
191799836,10.5,238,20,0,20,11/14/2019 3:13,11/14/2019 3:17,6.90826,79.8726,6.89582,79.8606,274.31,incorrect
191800146,5,609,35,2.0405,0,11/14/2019 3:36,11/14/2019 3:47,6.87349,79.8915,6.87738,79.9093,149.16,correct
191802406,10.5,431,125,0,68,11/14/2019 6:06,11/14/2019 6:13,6.84038,79.9974,6.84016,79.9765,151.9,correct
191802799,10.5,743,395,0,284,11/14/2019 6:19,11/14/2019 6:31,7.32907,80.6262,7.27709,80.6558,80.3,incorrect
191803227,10.5,297,50,0,113,11/14/2019 6:22,11/14/2019 6:27,6.79312,79.8976,6.79862,79.8884,75.7,correct
191803574,10.5,2371,193,11.17005887,61,11/14/2019 6:29,11/14/2019 7:08,6.82676,79.975,6.84276,79.9221,623.15,correct
191805538,10.5,1161,260,15.158,73,11/14/2019 6:38,11/14/2019 6:58,7.29778,80.6541,7.28714,80.6248,298.24,correct
191804958,10.5,2318,219,0,296,11/14/2019 6:40,11/14/2019 7:19,6.79476,79.8852,6.8871,79.8546,450.86,correct
191805601,60.5,1960,400,23.12,36,11/14/2019 6:42,11/14/2019 7:14,6.90298,79.8934,6.92004,79.8534,470.34,correct
191808666,10.5,2485,695,40.171,243,11/14/2019 6:57,11/14/2019 7:39,6.92816,79.8647,6.92594,79.9238,469.05,incorrect
191812928,5,285,100,5.83,0,11/14/2019 7:01,11/14/2019 7:06,6.92202,79.8706,6.91647,79.876,65.83,correct
191809040,10.5,927,113,6.5314,469,11/14/2019 7:05,11/14/2019 7:21,7.06862,79.888,7.04907,79.905,154.04,correct
191812190,10.5,424,122,7.0516,18,11/14/2019 7:08,11/14/2019 7:16,6.88357,79.8739,6.88131,79.8744,126.52,correct
191814016,10.5,1462,120,0,73,11/14/2019 7:09,11/14/2019 7:34,6.94933,79.8614,6.88477,79.8619,395.62,correct
191813519,10.5,3117,506,29.2468,150,11/14/2019 7:12,11/14/2019 8:04,6.84012,79.9222,6.92221,79.8735,486.39,correct
191814302,10.5,3618,49,2.83407191,156,11/14/2019 7:15,11/14/2019 8:16,6.83613,79.9148,6.8363,79.9151,60.5,incorrect
191820469,5,516,14,0.8162,0,11/14/2019 7:22,11/14/2019 7:31,7.28685,80.6092,7.29114,80.6311,147.57,correct
191818919,10.5,2200,182,0,268,11/14/2019 7:31,11/14/2019 8:08,6.85211,79.9118,6.90111,79.8514,493.25,correct
191824182,10.5,902,40,0,243,11/14/2019 7:44,11/14/2019 7:59,6.81852,79.9456,6.85319,79.9455,205.98,correct
191827360,10.5,3546,479,0,69,11/14/2019 7:47,11/14/2019 8:47,6.79374,79.9163,6.91386,79.8547,661.34,correct
191827869,10.5,1846,480,27.744,19,11/14/2019 7:48,11/14/2019 8:19,6.96585,79.867,6.92028,79.8662,277.63,correct
191831899,10.5,2314,700,36.0672,146,11/14/2019 8:01,11/14/2019 8:40,6.95734,79.8896,6.90723,79.863,341.26,correct
191837600,60.5,1374,279,16.18379357,104,11/14/2019 8:15,11/14/2019 8:38,6.87586,79.8877,6.90293,79.8749,343.72,correct
191841426,5,267,30,1.749,0,11/14/2019 8:16,11/14/2019 8:20,6.92857,79.8643,6.91988,79.8646,62.78,correct
191841848,5,230,60,3.498,0,11/14/2019 8:17,11/14/2019 8:21,6.9186,79.8648,6.91607,79.8708,63.49,correct
191838640,0,1404,310,0,144,11/14/2019 8:17,11/14/2019 8:41,6.84326,79.8642,6.86544,79.895,0,incorrect
191836909,10.5,1713,40,2.312,414,11/14/2019 8:17,11/14/2019 8:46,6.87993,79.8647,6.90841,79.8982,313.29,correct
191839729,,,,,,11/14/2019 8:18,11/14/2019 9:15,6.87621,79.9405,6.91625,79.8493,,incorrect
191840284,0,2699,340,0,322,11/14/2019 8:23,11/14/2019 9:08,6.84493,79.9365,6.92584,79.8529,0,incorrect
191841099,0,2446,840,0,231,11/14/2019 8:25,11/14/2019 9:06,6.85527,79.8882,6.87782,79.8773,0,correct
191839931,0,1837,194,0,402,11/14/2019 8:27,11/14/2019 8:57,6.81223,79.9336,6.87004,79.8793,0,incorrect
191838505,0,2652,326,0,6,11/14/2019 8:28,11/14/2019 9:12,6.75102,79.9622,6.89015,79.9043,0,incorrect
191847685,0,2225,349,0,23,11/14/2019 8:40,11/14/2019 9:17,6.90903,79.908,6.9075,79.8509,0,incorrect
191846327,10.5,4793,1288,74.4464,20,11/14/2019 8:44,11/14/2019 10:04,6.90391,79.9855,6.91627,79.8595,672.58,correct
191849170,10.5,682,27,0,141,11/14/2019 8:49,11/14/2019 9:01,6.86686,79.9225,6.87218,79.8922,167.52,correct
191852759,10.5,382,0,0,200,11/14/2019 9:01,11/14/2019 9:08,7.19959,79.8755,7.19338,79.8569,137.01,correct
191853952,10.5,931,26,0,10,11/14/2019 9:02,11/14/2019 9:17,7.12446,79.9109,7.07542,79.8918,266.76,correct
191855111,10.5,1758,310,0,234,11/14/2019 9:12,11/14/2019 9:41,6.81209,79.9368,6.77331,79.8819,363.66,correct
191857740,0,2260,232,0,28,11/14/2019 9:18,11/14/2019 9:56,6.86405,79.8672,6.93589,79.8525,0,incorrect
191858146,10.5,386,206,0,171,11/14/2019 9:20,11/14/2019 9:26,6.89079,79.9644,6.89115,79.96,60.5,correct
191858645,10.5,298,38,0,50,11/14/2019 9:20,11/14/2019 9:25,6.88689,79.8686,6.88174,79.8713,107.03,correct
191858394,10.5,1961,900,52.02,95,11/14/2019 9:21,11/14/2019 9:54,6.90791,79.8531,6.93402,79.8648,260.01,correct
191857859,10.5,3347,507,29.33793857,454,11/14/2019 9:24,11/14/2019 10:20,6.88212,79.9518,6.96987,79.9151,548.64,correct
191860797,10.5,2777,239,4.913,159,11/14/2019 9:38,11/14/2019 10:24,7.03222,79.9185,6.93489,79.845,620.34,correct
191861124,10.5,3350,1250,72.28135851,153,11/14/2019 9:40,11/14/2019 10:36,6.93101,79.93,6.91162,79.8931,343.88,correct
191860971,,,,,,11/14/2019 9:40,11/14/2019 10:37,6.96144,79.9436,7.01757,79.899,,incorrect
191861723,10.5,2923,1281,74.6823,98,11/14/2019 9:42,11/14/2019 10:31,7.27071,80.6049,7.27073,80.6049,447.5,correct
191860974,10.5,1099,149,0,51,11/14/2019 9:43,11/14/2019 10:02,6.83071,79.966,6.84636,79.9244,208.41,incorrect
191866159,5,562,80,4.664,0,11/14/2019 10:08,11/14/2019 10:17,6.99753,79.898,6.97726,79.8914,137.66,correct
191865411,10.5,581,40,0,258,11/14/2019 10:13,11/14/2019 10:22,6.77559,79.9319,6.79977,79.9254,119.5,correct
191866933,10.5,816,90,5.22413617,13,11/14/2019 10:16,11/14/2019 10:29,6.89033,79.9292,6.87044,79.9448,169.02,correct
191868734,10.5,4048,1312,75.8336,188,11/14/2019 10:33,11/14/2019 11:40,6.85255,79.8769,6.90594,79.8565,647.45,correct
191868956,10.5,311,9,0,49,11/14/2019 10:33,11/14/2019 10:38,6.90358,79.9422,6.90725,79.9289,104.34,correct
191868584,10.5,649,200,9.4214,42,11/14/2019 10:33,11/14/2019 10:44,7.14328,79.8901,7.16575,79.8844,137.35,correct
191869355,10.5,3044,785,45.40646091,164,11/14/2019 10:38,11/14/2019 11:28,6.98517,79.9087,6.93806,79.8519,379.36,correct
191870265,10.5,2543,1480,86.284,73,11/14/2019 10:42,11/14/2019 11:25,6.92617,79.8451,6.89618,79.8546,337.18,correct
191870897,10.5,1921,274,15.88623158,84,11/14/2019 10:45,11/14/2019 11:17,6.8502,79.8857,6.90464,79.8691,371.42,incorrect
191869260,10.5,4202,3296,192.1568,25,11/14/2019 10:47,11/14/2019 11:57,6.86836,79.8937,6.86837,79.8936,393.21,correct
191870590,10.5,1746,700,40.46,21,11/14/2019 10:47,11/14/2019 11:16,6.88003,79.9406,6.90357,79.9541,266.28,correct
191871356,10.5,512,60,0,54,11/14/2019 10:52,11/14/2019 11:01,6.8784,79.8602,6.85939,79.8632,149.91,correct
191873008,0,861,28,0,37,11/14/2019 10:59,11/14/2019 11:13,6.88554,79.9258,6.87081,79.9019,0,incorrect
191873645,5,606,0,0,0,11/14/2019 11:01,11/14/2019 11:11,6.91382,79.8518,6.93424,79.8483,156.16,correct
191872495,10.5,1435,699,40.7517,29,11/14/2019 11:02,11/14/2019 11:26,6.84458,79.9353,6.8197,79.9694,244.9,correct
191872967,10.5,2370,244,0,157,11/14/2019 11:03,11/14/2019 11:42,6.90688,79.9263,6.94744,79.8669,453.34,correct
191873603,10.5,2810,487,28.1486,41,11/14/2019 11:05,11/14/2019 11:51,6.97929,79.9084,6.92585,79.8713,381.42,correct
191873955,10.5,216,17,0,251,11/14/2019 11:15,11/14/2019 11:18,6.99802,79.8905,6.98915,79.8921,90.34,correct
191875439,10.5,1022,60,3.468,115,11/14/2019 11:15,11/14/2019 11:32,6.8751,79.8967,6.85777,79.9283,247,correct
191875742,10.5,1644,590,34.397,40,11/14/2019 11:17,11/14/2019 11:44,7.20211,79.8461,7.2004,79.8448,198.99,correct
191875038,10.5,1080,171,9.9693,311,11/14/2019 11:19,11/14/2019 11:37,6.84847,79.942,6.86348,79.9127,180.36,correct
191877641,5,3194,1147,66.8701,0,11/14/2019 11:25,11/14/2019 12:18,6.93336,79.8593,6.88344,79.8692,517.23,correct
191877290,10.5,1140,540,29.9982,25,11/14/2019 11:27,11/14/2019 11:46,6.88816,79.9049,6.87653,79.8905,171.2,correct
191878149,5,732,140,8.162,0,11/14/2019 11:28,11/14/2019 11:41,6.91847,79.8543,6.91304,79.8648,149.76,correct
191877193,10.5,2775,2153,124.4434,120,11/14/2019 11:33,11/14/2019 12:19,6.84412,79.8726,6.84395,79.8729,239.93,correct
191877661,10.5,333,74,0,105,11/14/2019 11:35,11/14/2019 11:41,6.89049,79.857,6.87899,79.86,132.62,correct
191880135,5,267,0,0,0,11/14/2019 11:41,11/14/2019 11:46,6.89773,79.8605,6.91141,79.8581,97.56,correct
191879586,10.5,11079,5350,309.23,146,11/14/2019 11:42,11/14/2019 14:47,6.90306,79.9172,6.88376,79.8586,1258.47,correct
191881089,10.5,558,148,8.602458427,68,11/14/2019 11:49,11/14/2019 11:58,7.29386,80.6359,7.28972,80.6327,105.7,correct
191880940,10.5,991,436,25.23975023,83,11/14/2019 11:51,11/14/2019 12:08,7.09441,79.909,7.09267,79.8912,161.52,correct
191885780,5,733,411,23.9613,0,11/14/2019 12:11,11/14/2019 12:23,6.87864,79.8736,6.86849,79.8712,123.04,correct
191885334,10.5,1961,240,0,44,11/14/2019 12:14,11/14/2019 12:47,6.91275,79.8792,6.92744,79.8455,696.47,incorrect
191886537,10.5,840,100,0,62,11/14/2019 12:18,11/14/2019 12:32,7.29312,80.6365,7.30809,80.6444,182.44,correct
191887199,10.5,903,340,19.69444492,114,11/14/2019 12:21,11/14/2019 12:36,6.71681,80.0651,6.72201,80.0636,106.96,correct
191888289,10.5,1862,560,32.368,3,11/14/2019 12:28,11/14/2019 12:59,6.94986,79.8625,6.90817,79.8765,257.8,correct
191889733,5,963,176,10.2608,0,11/14/2019 12:31,11/14/2019 12:47,7.0279,79.9132,7.02717,79.9116,252.62,correct
191888995,10.5,1194,380,22.154,175,11/14/2019 12:32,11/14/2019 12:52,7.28486,80.6256,7.27135,80.6137,209.92,correct
191891499,10.5,1202,280,0,112,11/14/2019 12:41,11/14/2019 13:01,6.91042,79.8897,6.89069,79.8693,210.28,correct
191891212,10.5,1014,100,5.78,120,11/14/2019 12:44,11/14/2019 13:00,7.00741,79.9614,7.0043,79.9525,60.5,incorrect
191893967,10.5,619,40,0,42,11/14/2019 12:50,11/14/2019 13:00,6.81844,79.918,6.83977,79.9141,122.41,correct
191894473,10.5,1217,90,5.209775785,23,11/14/2019 12:53,11/14/2019 13:14,6.85264,79.8675,6.85259,79.8675,188.77,correct
191896745,5,1506,568,33.1144,0,11/14/2019 12:57,11/14/2019 13:22,7.20398,79.856,7.20454,79.8557,247.43,correct
191901117,10.5,271,0,0,51,11/14/2019 13:18,11/14/2019 13:23,6.96679,79.9,6.95775,79.9131,105.29,correct
191901459,10.5,2056,836,48.3208,358,11/14/2019 13:32,11/14/2019 14:07,6.92563,79.862,6.9254,79.8618,246.42,correct
191906940,10.5,1413,765,44.5995,379,11/14/2019 13:44,11/14/2019 14:08,7.32693,80.6163,7.32622,80.6163,204.84,correct
191911354,10.5,350,42,0,160,11/14/2019 13:47,11/14/2019 13:53,6.79255,79.9174,6.80135,79.9215,69.04,correct
191912133,10.5,913,120,6.996,170,11/14/2019 13:50,11/14/2019 14:05,6.86416,79.8673,6.84995,79.8795,150.79,correct
191919848,10.5,939,216,12.4848,192,11/14/2019 14:07,11/14/2019 14:23,6.85044,79.9224,6.8283,79.9318,128.76,correct
191919471,10.5,1309,330,0,66,11/14/2019 14:10,11/14/2019 14:32,6.72262,79.9097,6.70161,79.9269,648.75,incorrect
191922266,10.5,1580,34,0,75,11/14/2019 14:11,11/14/2019 14:38,7.06036,79.8957,6.99822,79.9536,405.78,correct
191923595,5,448,60,3.498,0,11/14/2019 14:11,11/14/2019 14:19,6.93461,79.854,6.92444,79.8553,125.17,correct
191923561,10.5,2313,470,17.1666,87,11/14/2019 14:14,11/14/2019 14:53,6.93435,79.8509,6.98825,79.928,514.13,correct
191925568,10.5,745,304,7.4562,14,11/14/2019 14:18,11/14/2019 14:31,7.04899,79.8933,7.04897,79.8935,104.48,correct
191928279,10.5,986,50,0,93,11/14/2019 14:34,11/14/2019 14:51,6.82899,79.9827,6.78333,79.9837,222.45,correct
191930620,10.5,1068,415,23.987,113,11/14/2019 14:34,11/14/2019 14:52,6.90363,79.8692,6.89026,79.877,157.55,correct
191933150,10.5,1024,98,0,40,11/14/2019 14:41,11/14/2019 14:59,7.28863,80.629,7.26414,80.6045,235.36,correct
191930850,10.5,537,240,0,421,11/14/2019 14:42,11/14/2019 14:51,7.27058,80.5871,7.2706,80.6034,183.08,correct
191933307,10.5,1122,570,31.5588,39,11/14/2019 14:43,11/14/2019 15:01,7.28087,80.6198,7.26824,80.603,228.63,incorrect
191933391,10.5,249,9,0,4,11/14/2019 14:44,11/14/2019 14:48,6.80049,79.9241,6.79466,79.9303,94,correct
191934452,10.5,906,243,5.491,219,11/14/2019 14:50,11/14/2019 15:05,7.3197,80.6335,7.29203,80.6373,212.83,correct
191935068,10.5,484,90,5.247,56,11/14/2019 14:55,11/14/2019 15:03,6.80307,79.9223,6.80377,79.9363,107.76,correct
191935073,10.5,804,90,0,108,11/14/2019 14:55,11/14/2019 15:08,7.07845,80.0163,7.03449,79.9898,303.95,correct
191936631,10.5,2442,610,35.30690153,150,11/14/2019 14:59,11/14/2019 15:39,7.03178,79.9223,7.07573,79.9961,471.31,correct
191937068,10.5,288,54,0,50,11/14/2019 15:00,11/14/2019 15:05,6.82574,79.8707,6.8344,79.8673,70.5,correct
191938615,5,211,7,0.4081,0,11/14/2019 15:03,11/14/2019 15:07,6.93289,79.8941,6.93489,79.8848,69.4,correct
191939550,5,836,79,4.6057,0,11/14/2019 15:07,11/14/2019 15:21,6.85806,79.8625,6.85817,79.8623,179.28,correct
191940226,10.5,2069,604,34.9112,8,11/14/2019 15:16,11/14/2019 15:51,6.89446,79.9089,6.85115,79.867,418.44,correct
191940338,10.5,812,420,24.486,30,11/14/2019 15:18,11/14/2019 15:32,6.90159,79.8548,6.90145,79.855,166.75,correct
191942618,10.5,689,80,0,3,11/14/2019 15:27,11/14/2019 15:38,7.32454,80.6256,7.35795,80.6153,819.28,incorrect
191943331,10.5,1955,130,0,112,11/14/2019 15:34,11/14/2019 16:07,6.7927,79.9198,6.89397,79.9051,459.61,correct
191943506,10.5,3747,610,0,162,11/14/2019 15:36,11/14/2019 16:38,6.91817,79.8627,6.75988,79.8884,752.6,correct
191946704,5,224,0,0,0,11/14/2019 15:43,11/14/2019 15:46,6.83905,79.9209,6.84543,79.9261,62.32,correct
191946565,10.5,347,74,4.3142,66,11/14/2019 15:44,11/14/2019 15:50,6.90279,79.9553,6.9083,79.9657,84.51,correct
191946014,10.5,2766,612,35.41705651,54,11/14/2019 15:47,11/14/2019 16:33,6.8702,79.9217,6.79395,79.8777,573.25,correct
191947888,10.5,3340,1120,65.296,88,11/14/2019 15:50,11/14/2019 16:46,6.83859,79.9199,6.9258,79.934,542.25,correct
191941158,10.5,36,30,0,81,11/14/2019 15:51,11/14/2019 15:52,6.84258,79.9165,6.84252,79.9166,60.5,incorrect
191945988,10.5,1528,311,18.1313,146,11/14/2019 15:53,11/14/2019 16:18,6.88132,79.9498,6.90709,79.8953,305.57,correct
191948291,10.5,2749,1999,116.5417,450,11/14/2019 15:58,11/14/2019 16:44,7.19161,79.8573,7.11033,79.8901,501.49,incorrect
191949862,10.5,836,85,4.913,61,11/14/2019 16:03,11/14/2019 16:17,6.06791,80.2287,6.08179,80.2017,240.76,correct
191952362,10.5,813,82,0,34,11/14/2019 16:10,11/14/2019 16:23,6.89597,79.854,6.92592,79.8666,199.04,correct
191952554,10.5,2531,254,10.115,64,11/14/2019 16:10,11/14/2019 16:52,6.83999,79.9766,6.80684,79.883,507.8,correct
191952868,10.5,3928,1464,84.66428215,232,11/14/2019 16:15,11/14/2019 17:21,6.90614,79.9044,6.96316,79.8692,494.27,correct
191953834,10.5,306,28,0,102,11/14/2019 16:17,11/14/2019 16:22,6.88028,79.9597,6.87557,79.9688,82.16,correct
191955495,10.5,1001,275,0,124,11/14/2019 16:24,11/14/2019 16:41,6.86725,79.885,6.88882,79.8932,139.58,correct
191955671,10.5,1341,610,35.563,99,11/14/2019 16:29,11/14/2019 16:51,6.84945,79.8637,6.85443,79.875,160.26,correct
191957978,10.5,352,45,2.6235,3,11/14/2019 16:29,11/14/2019 16:35,6.87692,79.9262,6.86643,79.9261,87.48,correct
191959270,5,441,210,12.243,0,11/14/2019 16:34,11/14/2019 16:41,6.98319,79.8884,6.99354,79.8917,87.88,correct
191961350,10.5,306,0,0,56,11/14/2019 16:45,11/14/2019 16:50,6.0516,80.2099,6.04267,80.2194,96.55,correct
191960496,10.5,736,165,9.6195,78,11/14/2019 16:47,11/14/2019 16:59,6.87397,79.8933,6.87285,79.8921,161.11,correct
191961637,10.5,756,106,0,91,11/14/2019 16:48,11/14/2019 17:00,7.04792,79.9353,7.0488,79.902,164.31,correct
191961990,10.5,2316,971,56.1238,288,11/14/2019 16:54,11/14/2019 17:32,6.90772,79.8558,6.88125,79.875,292.7,correct
191965548,10.5,2346,560,32.368,10,11/14/2019 16:59,11/14/2019 17:38,6.92362,79.8656,6.94354,79.904,338.11,correct
191965691,10.5,751,280,10.5774,206,11/14/2019 17:03,11/14/2019 17:15,6.83513,79.8643,6.82256,79.8648,96.92,correct
191968456,10.5,375,12,0,1,11/14/2019 17:05,11/14/2019 17:12,7.22384,79.8594,7.22326,79.8484,95.79,correct
191975923,10.5,1504,169,0,20,11/14/2019 17:15,11/14/2019 17:40,6.8461,79.943,6.8002,79.9242,274.75,correct
191979699,5,1300,490,28.567,0,11/14/2019 17:20,11/14/2019 17:41,6.88881,79.9321,6.8476,79.9527,273.16,correct
191984345,5,3190,320,18.656,0,11/14/2019 17:26,11/14/2019 18:19,6.96717,79.9071,7.0858,80.0083,811.93,correct
191982332,10.5,606,40,0,62,11/14/2019 17:28,11/14/2019 17:39,7.10841,79.8838,7.12247,79.9063,212.57,correct
191956361,10.5,27,25,0,88,11/14/2019 17:30,11/14/2019 17:30,6.87243,79.8835,6.8725,79.8835,60.5,incorrect
191979263,10.5,6546,3250,187.85,57,11/14/2019 17:31,11/14/2019 19:20,6.89719,79.8737,6.95795,79.9117,667.56,correct
191985234,10.5,792,195,11.3685,17,11/14/2019 17:32,11/14/2019 17:45,7.28696,80.6478,7.28423,80.6639,191.6,correct
191995304,10.5,2150,754,43.5812,97,11/14/2019 17:47,11/14/2019 18:23,6.90559,79.8551,6.92701,79.8897,311.66,correct
192000414,10.5,696,30,0,49,11/14/2019 17:52,11/14/2019 18:04,7.47676,80.3741,7.51123,80.3806,195.25,correct
191999785,10.5,6396,1057,61.11134283,221,11/14/2019 17:55,11/14/2019 19:42,6.6368,79.94,6.63684,79.9401,1776.13,correct
191999261,10.5,6103,2583,149.2974,333,11/14/2019 17:59,11/14/2019 19:41,6.86871,79.8909,6.9605,79.9138,694.49,correct
192009810,10.5,1217,130,0,103,11/14/2019 18:06,11/14/2019 18:26,6.92455,79.8651,6.87926,79.8614,263.33,correct
192012736,10.5,2934,1030,59.534,30,11/14/2019 18:11,11/14/2019 19:00,6.90359,79.8523,6.94454,79.8835,365.59,correct
192019443,10.5,990,240,13.4674,51,11/14/2019 18:19,11/14/2019 18:35,7.29782,80.6372,7.30332,80.6496,202.05,correct
192017214,10.5,727,186,10.78675585,283,11/14/2019 18:22,11/14/2019 18:34,6.70508,79.9069,6.69499,79.9203,160.66,correct
192018972,10.5,470,117,6.813831818,36,11/14/2019 18:23,11/14/2019 18:31,6.79282,79.8871,6.77453,79.8825,96.19,correct
192023092,10.5,1885,1050,61.215,94,11/14/2019 18:24,11/14/2019 18:56,6.77423,79.8822,6.77207,79.8925,187.12,correct
192026114,10.5,944,230,13.294,14,11/14/2019 18:32,11/14/2019 18:47,6.84507,79.9305,6.8273,79.9296,165.83,correct
192031511,5,681,64,3.7312,0,11/14/2019 18:32,11/14/2019 18:44,6.83899,79.9791,6.8174,79.9823,154.09,correct
192031930,10.5,1283,380,21.964,178,11/14/2019 18:38,11/14/2019 18:59,6.89488,79.8896,6.88955,79.8568,228.14,correct
192033339,10.5,897,173,8.7856,57,11/14/2019 18:42,11/14/2019 18:57,6.9097,79.9383,6.9144,79.9145,169.5,correct
192031574,10.5,3886,1660,95.98044775,54,11/14/2019 18:43,11/14/2019 19:48,6.93144,79.9009,6.93176,79.8661,403.95,correct
192035602,10.5,180,25,1.445,59,11/14/2019 18:44,11/14/2019 18:47,7.05755,79.8959,7.06481,79.8932,74.59,correct
192035213,10.5,3994,2065,119.357,93,11/14/2019 18:50,11/14/2019 19:57,6.99796,79.89,6.94461,79.889,468.57,correct
192041744,5,245,20,1.166,0,11/14/2019 18:52,11/14/2019 18:57,6.85196,79.8976,6.86275,79.9013,73.44,correct
192036273,10.5,1343,107,0,301,11/14/2019 18:53,11/14/2019 19:15,6.93769,79.9312,6.93657,79.89,193.54,correct
192042170,10.5,499,60,3.468,64,11/14/2019 19:01,11/14/2019 19:09,7.31308,80.6329,7.31749,80.6232,60.5,correct
192039815,10.5,498,37,0,206,11/14/2019 19:02,11/14/2019 19:10,6.80647,79.9628,6.81233,79.9764,105.01,correct
192043645,10.5,240,40,2.332,13,11/14/2019 19:03,11/14/2019 19:07,6.86988,79.8796,6.87362,79.882,102.83,correct
192045514,10.5,3728,1770,103.191,466,11/14/2019 19:11,11/14/2019 20:13,6.87658,79.8609,6.93262,79.9172,1186.52,incorrect
192048394,60.5,2227,1362,79.4046,16,11/14/2019 19:12,11/14/2019 19:49,6.91585,79.8835,6.8957,79.8559,364.13,correct
192045536,10.5,6727,1030,59.534,144,11/14/2019 19:13,11/14/2019 21:05,6.93707,79.8557,7.00272,80.1313,1658.21,correct
192050842,10.5,905,240,0,96,11/14/2019 19:27,11/14/2019 19:42,6.84392,79.9504,6.87999,79.9345,184.52,correct
192047312,10.5,1485,460,14.3922,180,11/14/2019 19:28,11/14/2019 19:52,7.12567,79.9055,7.12568,79.9056,282.62,correct
192050534,10.5,1502,330,0,178,11/14/2019 19:29,11/14/2019 19:54,6.89807,79.9066,6.8526,79.88,295.64,correct
192053404,10.5,4822,888,0,140,11/14/2019 19:38,11/14/2019 20:59,6.8998,79.8726,7.02138,80.0173,1083.4,correct
192055838,10.5,1212,317,18.3609318,81,11/14/2019 19:45,11/14/2019 20:05,7.31735,80.6317,7.31699,80.6218,272.93,correct
192055894,10.5,223,27,0,111,11/14/2019 19:47,11/14/2019 19:51,6.85651,79.8761,6.84973,79.8766,76.79,correct
192058194,10.5,916,79,0,60,11/14/2019 19:56,11/14/2019 20:12,6.8898,79.8588,6.8987,79.8898,226.77,correct
192060398,10.5,587,582,0,245,11/14/2019 20:09,11/14/2019 20:19,6.90769,79.9296,6.90745,79.929,60.5,correct
191970979,10.5,1086,300,0,249,11/14/2019 20:11,11/14/2019 20:29,7.02177,79.9442,7.03,79.9731,223.41,correct
192062167,10.5,1079,40,2.312,60,11/14/2019 20:13,11/14/2019 20:31,7.09328,79.994,7.05168,80.053,364.15,correct
192062880,10.5,3084,69,3.994642973,47,11/14/2019 20:24,11/14/2019 21:15,6.83378,79.8891,6.80933,79.9751,517.73,incorrect
192063114,10.5,3200,2560,149.248,202,11/14/2019 20:27,11/14/2019 21:20,7.05472,79.8995,7.0547,79.8995,260.24,correct
192064632,5,205,9,0.5247,0,11/14/2019 20:28,11/14/2019 20:31,7.02795,79.9196,7.02568,79.9123,67.72,correct
192064147,10.5,479,30,1.749,145,11/14/2019 20:28,11/14/2019 20:36,7.27912,80.6208,7.26893,80.6127,140.84,correct
